,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $12.40,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal Samsung 19v 4.74a Dell Asus,1240 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-0&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",1
1,US $15.02,34Pcs Universal Power Adapter 96W 12V To 24V Adjustable Portable Charger For Dell Toshiba,1235 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-1&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",2
2,US $6.50,Power-Adapter-Charger Laptop Lenovo Universal Sony AC 96W DELL ASUS DC for Toshiba 4-5A,197 Sold,Suwang Store,https://www.aliexpress.com/store/5370052,"https://www.aliexpress.com/item/4000228359493.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-2&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",3
3,US $6.50,Charger Adapter Laptop-Accessories Power-Supply Macbook Universal Portable 96W 24v 12v,35 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/32995631277.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-3&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",4
4,US $6.99,Power-Supply-Adapter-Set Notebook Auto-Car-Charger Laptop Universal Adjustable 80W LED,877 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810164959.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-4&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",5
5,US $6.99,Laptop-Notebook-Adapter Computer-Charger Auto-Power-Supply-Set Universal Adjustable DC,137 Sold,KWOK Computer Accessories Store,https://www.aliexpress.com/store/1525243,"https://www.aliexpress.com/item/32788890852.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-5&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",6
6,US $17.28 - 18.85,Car-Charger-Adapter Travel Universal Notebook/mobile-Phone 100w for Universal/Power-charger/And/15connector,75 Sold,AMARROW Official Store,https://www.aliexpress.com/store/1165358,"https://www.aliexpress.com/item/1791748370.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-6&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",7
7,US $42.90,Power-Supply Car-Charger Phone Laptop-Adapter-90w Multifunctional Smart Universal Third-Generation,102 Sold,"Shenzhen Crture Technology Co., Ltd",https://www.aliexpress.com/store/421091,"https://www.aliexpress.com/item/32617572014.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-7&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",8
8,US $17.28 - 18.85,Car-Charger Power-Supply-Adapter Laptop Universal Multifunction 100W Usb-Power Mobile-Phone/notebook,78 Sold,AMARROW Official Store,https://www.aliexpress.com/store/1165358,"https://www.aliexpress.com/item/32327844257.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-8&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",9
9,US $10.10,Connector-Plug Charger Power-Supply-Adapter Laptop Jack DC 34pcs Universal,58 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-9&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",10
10,US $12.99,Laptop Charger Power-Adapter GE60 GP70 CX61 GE700 19v 4.74a 90W Ac for MSI Ge700/Cr61/Cr62/..,22 Sold,Firstmax Accessories Inc.,https://www.aliexpress.com/store/1298030,"https://www.aliexpress.com/item/32784327887.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-10&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",11
11,US $6.50,Adapter Notebook Power-Charger Laptop Universal Charging for And 555/775/795/Motor Eu-Plug,21 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269668140.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-11&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",12
12,US $19.99 - 98.99,Charger Laptops Power-Bank Phone Xiao Macbook Portable Dual-Usb-C DELL Type-C 90W,22 Sold,Adapter Technology,https://www.aliexpress.com/store/1746646,"https://www.aliexpress.com/item/32884034318.html?algo_pvid=27c59628-ef41-4093-bdbc-3a4dece748d3&algo_expid=27c59628-ef41-4093-bdbc-3a4dece748d3-12&btsid=0bb47a1a15819701897214823e9f02&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",13
