,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $6.65,Laptop-Adapter Power-Supply-Set Notebooks Led-Charger Adjustable Acer Universal Dell,15 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32953641437.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-0&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",1
1,US $9.15,Power-Adapter-Charger Laptop Lenovo Universal DELL ASUS Sony DC 96W for Toshiba 4-5A,138 Sold,Good product Store,https://www.aliexpress.com/store/1901691,"https://www.aliexpress.com/item/32852511585.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-1&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",2
2,US $6.17,Power-Adapter-Charger Laptop Lenovo Universal DELL ASUS Sony DC 96W for Toshiba 4-5.5A,71 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32941361090.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-2&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",3
3,US $12.40,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal Samsung 19v 4.74a Dell 90W,1212 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-3&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",4
4,US $8.85,Adapter Battery-Charger Notebook Power-Supply Computer Laptop Universal Dell 96W US,18 Sold,NewTech Store,https://www.aliexpress.com/store/2837057,"https://www.aliexpress.com/item/32801395181.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-4&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",5
5,US $23.55,Power-Supply-Adapter Car-Charger Universal Laptop Lenovo 65W Asus 5v Dc for Hp 12V Usb-Type,9 Sold,Charging Online,https://www.aliexpress.com/store/1968602,"https://www.aliexpress.com/item/4000549494888.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-5&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",6
6,US $14.08,Portable Charger Power-Adapter Laptops Eu-Plug Acer Universal 34pcs Toshiba Dell Hp Asus,1354 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-6&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",7
7,US $41.90,Third Generation LCD Smart Universal AC Charger Laptop Adapter for HP/DELL/Samsung/Lenovo/Asus/ACER notebook with USB for Phone,31 Sold,"Shenzhen Qirui Co., Ltd. Store",https://www.aliexpress.com/store/832431,"https://www.aliexpress.com/item/32619544738.html?s=p&ad_pvid=2020032113095813111114912510760000242746_1&algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-7&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",8
8,US $7.61,Laptop-Charger Power-Adapter Netbook Universal Toshiba High-Quality 19v 3.42a 65W Notepads,313 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810112786.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-8&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",9
9,US $7.23,Power Laptop-Adapter Notebook-Charger RV411 RV515 R522 R510 R530 Samsung 19v 3.16a R540,550 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32601553379.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-9&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",10
10,US $11.88,Adapter Battery-Charger Power-Cable Acer Universal Laptop 19v 3.42a 65W for Extensa,3 Sold,Express Technology Store,https://www.aliexpress.com/store/327109,"https://www.aliexpress.com/item/1593379082.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-10&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",11
11,US $6.24,Adapter Motor Notebook Power-Charger Laptop Universal Charging for And 555/775/795/Motor,32 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269668140.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-11&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",12
12,US $11.63,Adapter Charger Laptop Portable Forlenovo/ibm 20V 100-100s Eu-Plug Ldeapad Yoga310 AC,93 Sold,Zoolhong Official Store,https://www.aliexpress.com/store/1729075,"https://www.aliexpress.com/item/32887657834.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-12&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",13
13,US $6.24,Charger Adapter Laptop-Accessories Power-Supply Macbook Universal Adjustable 24v 96W,48 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/32995631277.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-13&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",14
14,US $6.40 - 9.60,CARPRIE Eu-Plug Adapter Notebook Power-Charger Laptop Universal Charging AC 96W for Mar9,123 Sold,High Tech Paradise Store,https://www.aliexpress.com/store/2694024,"https://www.aliexpress.com/item/32799435466.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-14&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",15
15,US $8.61 - 8.62,Power-Adapter Notebook Laptop Universal Supply 12-24V 96W for Multifunctional New Adjustable,5 Sold,E-3C Store,https://www.aliexpress.com/store/4724004,"https://www.aliexpress.com/item/4000088592489.html?algo_pvid=6f525928-4255-4ec0-9f7b-fd8d53228b61&algo_expid=6f525928-4255-4ec0-9f7b-fd8d53228b61-15&btsid=0bb47a1915848213985392574e7023&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",16
