,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $12.40,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal Samsung 19v 4.74a Dell Asus,1233 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-0&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",1
1,US $10.10,Connector-Plug Charger Power-Supply-Adapter Laptop Jack DC 34pcs Universal,65 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-1&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",2
2,US $6.50,Power-Adapter-Charger Laptop Ac Lenovo Universal Sony 96W DELL ASUS DC for Toshiba 4-5A,258 Sold,Suwang Store,https://www.aliexpress.com/store/5370052,"https://www.aliexpress.com/item/4000228359493.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-2&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",3
3,US $6.50,Charger Adapter Laptop-Accessories Power-Supply Macbook Universal Portable 96W 24v 12v,42 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/32995631277.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-3&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",4
4,US $6.50,AC Adapter Notebook Laptop Eu-Plug Charging Universal 795 Motor for And 555/775 Hot-96w,24 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269668140.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-4&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",5
5,US $12.96,Inverter Adapter-Cord Car-Charger Laptop Power-Supply Universal EU with for Eu-Plug 8xtip,112 Sold,Enjoying+o Store,https://www.aliexpress.com/store/3871076,"https://www.aliexpress.com/item/32888788992.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-5&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",6
6,US $17.28 - 18.85,Car-Charger Power-Supply-Adapter Laptop Usb-Power Universal Mobile-Phone/notebook 100W,80 Sold,AMARROW Official Store,https://www.aliexpress.com/store/1165358,"https://www.aliexpress.com/item/32327844257.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-6&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",7
7,US $41.90,Third Generation LCD Smart Universal AC Charger Laptop Adapter for HP/DELL/Samsung/Lenovo/Asus/ACER notebook with USB for Phone,31 Sold,,,"https://www.aliexpress.com/item/32619544738.html?s=p&algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-7&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",8
8,US $17.28 - 18.85,Car-Charger-Adapter Universal Notebook/mobile-Phone 100w Travel for Universal/Power-charger/And/15connector,75 Sold,AMARROW Official Store,https://www.aliexpress.com/store/1165358,"https://www.aliexpress.com/item/1791748370.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-8&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",9
9,US $7.60,Laptop-Adapter Power-Supply-Charger E5440 E6410 E6320 Dell Latitude D630 D620,395 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32954541840.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-9&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",10
10,US $8.29,Power-Suppy-Adapter Notebook-Charger Aspire Laptop Acer 6920 5630 19v 3.42a New for 5315/5630/5735/..,917 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32632600938.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-10&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",11
11,US $15.56,Asus Power-Charger Laptop Ac Adapter K53S K52F X555L 19V 45W for X751ma/F551c/K53s/..,34 Sold,"Shenzhen NewNet Expansion Trading Co., Ltd Store",https://www.aliexpress.com/store/119025,"https://www.aliexpress.com/item/4000395323626.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-11&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",12
12,US $8.61 - 8.62,Power-Adapter Notebook Laptop Universal Supply Adjustable 12-24V 96W for Multifunctional,5 Sold,E-3C Store,https://www.aliexpress.com/store/4724004,"https://www.aliexpress.com/item/4000088592489.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-12&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",13
13,US $28.62,Asus Adapter 19V Power-Charger Laptop N55 120W G50 for N750/N500/G50/.. AC PA-1121-28,256 Sold,Win-win integrity online Store,https://www.aliexpress.com/store/1496114,"https://www.aliexpress.com/item/32853350232.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-13&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",14
14,US $6.34 - 9.51,CARPRIE Eu-Plug Notebook Power-Charger Laptop Ac Adapter Universal Charging 96W for Mar9,144 Sold,High Tech Paradise Store,https://www.aliexpress.com/store/2694024,"https://www.aliexpress.com/item/32799435466.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-14&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",15
15,US $12.99,Adapter Charger Replacement Notebook Universal Lenovo Dell Laptop-Tips 34pcs for HP More,4 Sold,Digital PY Store,https://www.aliexpress.com/store/2801093,"https://www.aliexpress.com/item/4000253125083.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-15&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",16
16,US $7,Laptop-Charger-Voltage Power-Lithium-Battery-Pack Adjustable Universal 5A 96W 4A 12V,3 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32945163669.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-16&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",17
17,US $42.90,Power-Supply Car-Charger Laptop-Adapter-90w Smart Universal Third-Generation LCD Home,98 Sold,"Shenzhen Crture Technology Co., Ltd",https://www.aliexpress.com/store/421091,"https://www.aliexpress.com/item/32617572014.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-17&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",18
18,US $12.87,Laptop Charger Power-Supply Pavilion Compaq 19v 4.74a Ac Adapter 90w for HP Dv3/Dv4/Dv5/..,26 Sold,Adapter Technology,https://www.aliexpress.com/store/1746646,"https://www.aliexpress.com/item/32412153644.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-18&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",19
19,US $16.96,AC Adapter Power-Supply-Battery-Charger Laptop Sony Vaio 90W Original for Pcg-3g2l/Pcg-7162l/Laptop,15 Sold,Auregon Store,https://www.aliexpress.com/store/728900,"https://www.aliexpress.com/item/32823907739.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-19&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",20
20,US $29.99,Dell Laptop AC Charger Adapter Power-Supply 65W Original Pa-12 for Pp25l/Pp41l/Pp05s,7 Sold,CNHTSY Store,https://www.aliexpress.com/store/4474134,"https://www.aliexpress.com/item/32961292676.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-20&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",21
21,US $14.25,Charger Power-Adapter Universal Laptop DELL 65W for 15sr-1528b/15-5555/5558/.. 15-7560/7569,8 Sold,Shop4997533 Store,https://www.aliexpress.com/store/4997533,"https://www.aliexpress.com/item/4000078700158.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-21&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",22
22,US $9.73,Charger Laptop Usb-C-Converter Female-Plug Type-C-Adapter Square Thinkpad Lenovo Samsung,59 Sold,Digital PY Store,https://www.aliexpress.com/store/2801093,"https://www.aliexpress.com/item/4000094449236.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-22&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",23
23,US $7.49,Laptop-Charger Power-Adapter Universal Toshiba 19v 3.42a 65W Notepads Netbook for High-Quality,349 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810112786.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-23&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",24
24,US $9.98,Laptop Charger Aspire Ac Adapter E1-531 19v 3.42a 65W Acer for E1-531/E1-531g/E1-571/..,39 Sold,Gexinto Technology LTD,https://www.aliexpress.com/store/1219130,"https://www.aliexpress.com/item/32803469620.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-24&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",25
25,US $9.16,HSW Laptop-Adapter Power-Supply Cq72-Charger CQ70 Compaq 19v 4.74a AC for Presario Cq50/Cq56/Cq57/..,80 Sold,SINWIN ELECTONIC Store,https://www.aliexpress.com/store/734968,"https://www.aliexpress.com/item/32886776559.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-25&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",26
26,US $9.87 - 11.21,Computer-Charger Adapter Power-Supply Notebook Universal Laptop Lenovo DELL ASUS Adjustable,50 Sold,500 Orders A Day Store,https://www.aliexpress.com/store/5039173,"https://www.aliexpress.com/item/33037121126.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-26&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",27
27,US $11.69,Laptop Charger Power-Supply-Adapter G505 Lenovo G500 Thinkpad G510 G700 20v 4.5a AC,181 Sold,"Doldol (HK) Co., Ltd",https://www.aliexpress.com/store/113303,"https://www.aliexpress.com/item/32825980902.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-27&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",28
28,US $7.50 - 10.30,Notebook-Adapter-Charger Notbook Power-Supply Asus Laptop W7 Toshiba/hp 19v 4.74a AC,29 Sold,Suwang Store,https://www.aliexpress.com/store/5370052,"https://www.aliexpress.com/item/4000241741655.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-28&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",29
29,US $11.44,Replacement Laptop-Adapter Charger Notebook Power Lenovo Universal 120W for DC,82 Sold,FastMarket Store,https://www.aliexpress.com/store/2670063,"https://www.aliexpress.com/item/33048089282.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-29&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",30
30,US $16.86,Replacement Laptop-Charger Power-Adapter Notebook Universal M14x19.5v Dell 150W for M11x/R2/R3/..,20 Sold,Yingfan Trading Company Store,https://www.aliexpress.com/store/2820001,"https://www.aliexpress.com/item/33047896183.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-30&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",31
31,US $15.11,Laptop-Adapter Power-Supply Car-Charger 19v 4.74a Lenovo/asus 90W for with Usb-2a Smartphone,224 Sold,Tecvasion Manufacturer Store,https://www.aliexpress.com/store/721268,"https://www.aliexpress.com/item/32869519348.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-31&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",32
32,US $14.69,ASUS AC Power-Charger UX31K UX21 UX32 19V UX42E 45W for Zenbook Ux21/Ux21e/Ux31/..,52 Sold,"Shenzhen NewNet Expansion Trading Co., Ltd Store",https://www.aliexpress.com/store/119025,"https://www.aliexpress.com/item/33061514962.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-32&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",33
33,US $19.90 - 39,Lenovo Charger Laptop Adapter Tablet Original Sc-13 2a 12v for Phone AC 12v2a/5.2v2a/7v2a/..,23 Sold,CNHTSY Store,https://www.aliexpress.com/store/4474134,"https://www.aliexpress.com/item/4000178956977.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-33&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",34
34,US $7.23,Charging-Adapter Power-Charger Notebook Laptop Universal 80W for PC Auto DC L27 -2,31 Sold,E-Shocking,https://www.aliexpress.com/store/1332999,"https://www.aliexpress.com/item/32960043895.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-34&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",35
35,US $17.23,Adapter Charger 135W Laptop Ac Lenovo Y50-70-40 20V for Ideapad Y50/Adl135ndc3a/36200605/..,92 Sold,Zoolhong Official Store,https://www.aliexpress.com/store/1729075,"https://www.aliexpress.com/item/32851043554.html?algo_pvid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24&algo_expid=a170ec8c-aac2-4c3c-a60e-0d4c969aeb24-35&btsid=0b01114515826613758787653e8031&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",36
