,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $11.80,Charger Laptop Power-Adapter Lenovo Acer Universal Samsung Toshiba 19v 4.74a Dell Asus,1232 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-0&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",1
1,US $13.46,Portable Charger Power-Adapter Laptops Acer Universal Toshiba Dell Asus 12V 24V 96W Eu,1165 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-1&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",2
2,US $6.50,Power-Adapter-Charger Laptop Lenovo Universal Sony Toshiba DELL ASUS DC 96W for 4-5A,139 Sold,Suwang Store,https://www.aliexpress.com/store/5370052,"https://www.aliexpress.com/item/4000228359493.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-2&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",3
3,US $10.10,Connector-Plug Charger Power-Supply-Adapter Laptop Universal Jack DC 34pcs,52 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-3&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",4
4,US $6.99,Power-Supply-Adapter-Set Notebook Auto-Car-Charger Laptop 8-Detachable-Plugs Universal,901 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810164959.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-4&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",5
5,US $6.99,Laptop-Notebook-Adapter Computer-Charger Auto-Power-Supply-Set 8-Detachable-Plugs Universal,144 Sold,KWOK Computer Accessories Store,https://www.aliexpress.com/store/1525243,"https://www.aliexpress.com/item/32788890852.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-5&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",6
6,US $6.50,Adapter Motor Notebook Power-Charger Laptop Charging Universal for And 555/775/795/Motor,20 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269668140.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-6&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",7
7,US $6.34 - 9.51,CARPRIE Eu-Plug Adapter Notebook Power-Charger Laptop Charging Universal 96W AC for Mar9,152 Sold,High Tech Paradise Store,https://www.aliexpress.com/store/2694024,"https://www.aliexpress.com/item/32799435466.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-7&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",8
8,US $10.63 - 11.09,DC In Car Charger Notebook Universal AC Adapter Power Supply For Laptop 100W 5A,35 Sold,3C Fill-in U Store,https://www.aliexpress.com/store/5012049,"https://www.aliexpress.com/item/33043866070.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-8&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",9
9,US $6.50,Power-Adapter-Charger Laptop Lenovo Universal Sony Toshiba DELL ASUS DC 96W for 4-5.5A,41 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32941361090.html?algo_pvid=95564f37-bfb2-45cb-bb22-c6b2a304eb10&algo_expid=95564f37-bfb2-45cb-bb22-c6b2a304eb10-9&btsid=5ec2c221-c7a3-467e-a03a-3519fb1eda5f&ws_ab_test=searchweb0_0,searchweb201602_2,searchweb201603_53",10
