,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $13.46,Charger Power-Adapter Laptops Eu-Plug Acer Universal Adjustable Toshiba 96W Dell Hp Asus,1085 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-0&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",1
1,US $11.40,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal Samsung 19v 4.74a Dell Asus,1172 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-1&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",2
2,US $11.28 - 11.47,Adapter Power-Supply Notebook Car-Charger Laptop Universal 100W DC in 5A for AC,195 Sold,Ur Pro Digital Store,https://www.aliexpress.com/store/4998150,"https://www.aliexpress.com/item/33055562905.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-2&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",3
3,US $6.11,Power-Adapter-Charger Laptop Lenovo DELL ASUS Universal Sony DC 96W for Toshiba 4-5A,1038 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32942144691.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-3&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",4
4,US $6.99,Power-Supply-Adapter-Set Notebook Auto-Car-Charger Laptop 8-Detachable-Plugs LED Universal,917 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810164959.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-4&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",5
5,US $9.84,Connector-Plug Charger Power-Supply-Adapter Conversion-Head Laptop Jack DC 34pcs,47 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-5&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",6
6,US $10.63 - 11.09,DC In Car Charger Notebook Universal AC Adapter Power Supply For Laptop 100W 5A,24 Sold,3C Fill-in U Store,https://www.aliexpress.com/store/5012049,"https://www.aliexpress.com/item/33043866070.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-6&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",7
7,US $6.11,Power-Adapter-Charger Laptop Lenovo Universal Sony 96W DELL ASUS DC for Toshiba 4-5.5A,36 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32941361090.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-7&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",8
8,US $9.87,Flashcolor Laptop-Charger-Adapter Universal 96W DC AC 110-220v PC 20V/24V,93 Sold,"Shen Zhen Ying Chao XIN Electronic Technology Co., LTD",https://www.aliexpress.com/store/911146,"https://www.aliexpress.com/item/32500831234.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-8&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",9
9,US $9.87,Flashcolor Adapter Power-Charger Laptop Charging Universal 96W Notebook NEW for AC Eu/us/uk-plug,38 Sold,"Shen Zhen Ying Chao XIN Electronic Technology Co., LTD",https://www.aliexpress.com/store/911146,"https://www.aliexpress.com/item/32629663120.html?algo_pvid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5&algo_expid=353a8c07-26ee-46b2-b14d-7b4651a4bdf5-9&btsid=6f81a7df-ecb0-4521-abd5-70f2fa296b17&ws_ab_test=searchweb0_0,searchweb201602_3,searchweb201603_55",10
