,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $12.96,Charger Power-Adapter Laptops Acer Universal Adjustable Toshiba Dell Asus 24V 34pcs 96W,401 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-0&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",1
1,US $6.50,Power-Adapter-Charger Laptop Lenovo Universal Sony DELL ASUS DC 96W for Toshiba 4-5A,1266 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32942144691.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-1&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",2
2,US $5,Charger Adapter Switching Power-Supply Adjustable Universal 100-240V Usb-Port AC/DC 9V,130 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32955614726.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-2&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",3
3,US $13.60,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal HP Samsung 19v 4.74a Dell,1189 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-3&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",4
4,US $7.62 - 10.46,Charger Adapter Laptop Notebook Aspire Computer Power-Supply Travel-Mate Ferrari Acer,87 Sold,Old boys Store,https://www.aliexpress.com/store/2957195,"https://www.aliexpress.com/item/32851896442.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-4&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",5
5,US $10.87,Laptop Charger Power-Adapter S200L S220x453m Q200 ASUS X202E EU 19V 33W for Adp-33aw/S200e/X202e/..,197 Sold,Smma Store,https://www.aliexpress.com/store/3253041,"https://www.aliexpress.com/item/32865455717.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-5&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",6
6,US $6.99,Power-Supply-Adapter-Set Notebook Auto-Car-Charger Laptop 8-Detachable-Plugs Universal,861 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810164959.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-6&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",7
7,US $7.73,Charger Laptop-Adapter Notebook Power-Supply Compaq 500 for Hp 510/520/530/.. AC,111 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32808974750.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-7&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",8
8,US $7.04,Flashcolor Laptop-Charger-Adapter Universal Laptop DC AC 110-220v PC 96W 20V/24V,51 Sold,"Shen Zhen Ying Chao XIN Electronic Technology Co., LTD",https://www.aliexpress.com/store/911146,"https://www.aliexpress.com/item/32500831234.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-8&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",9
9,US $10.76,Inverter Connectors Car-Charger Laptop Universal Adapter-Cord Power-Supply 8xtip EU,69 Sold,3C Products Store,https://www.aliexpress.com/store/4477015,"https://www.aliexpress.com/item/32949607129.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-9&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",10
10,US $8.29,Power-Suppy-Adapter Notebook-Charger Laptop Acer Aspire 5315 7520 19v 3.42a 5630 New,763 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32632600938.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-10&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",11
11,US $42.90,LCD Third Generation Smart Multifunctional Universal Power Supply Home or Car Charger Laptop Adapter 90W with USB2.4A for Phone,129 Sold,"Shenzhen Crture Technology Co., Ltd",https://www.aliexpress.com/store/421091,"https://www.aliexpress.com/item/32617572014.html?s=p&algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-11&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",12
12,US $29.40,Charger Laptop-Adapter Power-Supply 180W M4600 Precision Alienware Dell for R3 DA180PM111,62 Sold,Smma Store,https://www.aliexpress.com/store/3253041,"https://www.aliexpress.com/item/32963911961.html?algo_pvid=ad7a88da-4032-407f-a61b-67f09ff0860e&algo_expid=ad7a88da-4032-407f-a61b-67f09ff0860e-12&btsid=363a8d63-bd9a-4197-b251-8f8494c2fc0a&ws_ab_test=searchweb0_0,searchweb201602_10,searchweb201603_52",13
