,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $14.08,Portable Charger Power-Adapter Laptops Acer Universal Toshiba 96W Dell Asus 24V 34pcs,1359 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-0&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",1
1,US $6.50,Power-Adapter-Charger Laptop Lenovo Universal Sony 96W DELL ASUS DC for Toshiba 4-5A,455 Sold,Suwang Store,https://www.aliexpress.com/store/5370052,"https://www.aliexpress.com/item/4000228359493.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-1&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",2
2,US $12.40,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal Samsung 19v 4.74a Dell Asus,1211 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-2&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",3
3,US $11.98 - 13.61,Computer-Charger Adapter Power-Supply Notebook Universal Laptop Lenovo Samsung 96W DELL,41 Sold,500 Orders A Day Store,https://www.aliexpress.com/store/5039173,"https://www.aliexpress.com/item/33037121126.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-3&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",4
4,US $6.24,Charger Adapter Laptop-Accessories Power-Supply Macbook Universal Adjustable 96W 24v,47 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/32995631277.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-4&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",5
5,US $10.10,Connector-Plug Charger Power-Supply-Adapter Jack Laptop DC 34pcs Universal,77 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-5&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",6
6,US $7.81,Adapter Power-Supply Apd-60hz-Charger Universal Laptop AD-6019 Samsung 19v 3.16a,195 Sold,Good product Store,https://www.aliexpress.com/store/1901691,"https://www.aliexpress.com/item/32850704130.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-6&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",7
7,US $6.24,Laptop-Adapter Power-Supply-Set Notebooks Led-Charger 8-Detachable-Plugs Adjustable Acer,86 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269649106.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-7&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",8
8,US $8.29,Adapter Power-Supply-Charger Notebook Laptop Computer-Charging Universal 96W EU for PC,40 Sold,niceol Store,https://www.aliexpress.com/store/932203,"https://www.aliexpress.com/item/32964185065.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-8&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",9
9,US $9.50,Power-Adapter-Charger Laptop Lenovo Universal DELL ASUS 120W Sony DC for Toshiba 4-6A,51 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/32992952441.html?algo_pvid=4f808119-e9ba-4a24-9a40-aaca8a0b0637&algo_expid=4f808119-e9ba-4a24-9a40-aaca8a0b0637-9&btsid=0bb47a2215850806446458569e818d&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",10
