,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $13.26,Portable Charger Power-Adapter Laptops Eu-Plug Acer Universal Hp Toshiba 96W Dell Asus,1012 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-0&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",1
1,US $6.99,Power-Supply-Adapter-Set Notebook Auto-Car-Charger Laptop Universal Car Adjustable 80W,920 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810164959.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-1&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",2
2,US $11.80,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal HP Samsung 19v 4.74a Dell,1143 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-2&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",3
3,US $6.11,Adapter Power-Charger Motor Notebook Laptop Charging Universal 555 for 775 795 And AC,171 Sold,2812046 Store,https://www.aliexpress.com/store/2812046,"https://www.aliexpress.com/item/32942053060.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-3&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",4
4,US $6.17,Laptop-Adapter Power-Supply-Set Notebooks Led-Charger Adjustable Acer Universal Dell,55 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269649106.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-4&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",5
5,US $8.29,Power-Suppy-Adapter Notebook-Charger Aspire Laptop 5315 Acer 7520 19v 3.42a New for 5315/5630/5735/..,943 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32632600938.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-5&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",6
6,US $6.16 - 9.25,CARPRIE Eu-Plug Adapter Notebook Power-Charger Laptop Universal 96W Charging AC for Mar9,147 Sold,High Tech Paradise Store,https://www.aliexpress.com/store/2694024,"https://www.aliexpress.com/item/32799435466.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-6&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",7
7,US $6.17,Universal Charger Adaptor Power-Supply-Adapter Adjustable 96W 19V 20V 24V DC 15V AC 18V,553 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/33002563321.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-7&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",8
8,US $13.72,Charger Power-Adapter Laptops Acer Universal Toshiba 96W Dell Asus Adjustable 24V 12V,69 Sold,i learning i life-A Store,https://www.aliexpress.com/store/5063318,"https://www.aliexpress.com/item/4000013932329.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-8&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",9
9,US $10.10,Connector-Plug Charger Power-Supply-Adapter Conversion-Head Laptop Jack DC 34pcs,41 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-9&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",10
10,US $42.06,Power-Supply Car-Charger Laptop-Adapter-90w Smart Universal Home Third-Generation LCD,124 Sold,"Shenzhen Crture Technology Co., Ltd",https://www.aliexpress.com/store/421091,"https://www.aliexpress.com/item/32617572014.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-10&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",11
11,US $9.15,Power-Adapter-Charger Laptop Lenovo Universal Toshiba 96W DELL ASUS DC for Sony 4-5A,147 Sold,Good product Store,https://www.aliexpress.com/store/1901691,"https://www.aliexpress.com/item/32852511585.html?algo_pvid=881926ad-c801-4bf8-bfcc-6b50fd7438b3&algo_expid=881926ad-c801-4bf8-bfcc-6b50fd7438b3-11&btsid=07bf21d9-9cec-4282-8ae2-b609f6b22ea6&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_53",12
