,item_price,item_title,item_sold,store_name,store_url,item_url,rank
0,US $13,34Pcs Universal Power Adapter 96W 12V To 24V Adjustable Portable Charger For Dell Toshiba,789 Sold,Your Offi-ce Club 666,https://www.aliexpress.com/store/2215126,"https://www.aliexpress.com/item/33035020392.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-0&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",1
1,US $6.64,Power-Supply-Adapter-Set Notebook Auto-Car-Charger Laptop Universal Adjustable 80W LED,907 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32810164959.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-1&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",2
2,US $10.10,Connector-Plug Charger Power-Supply-Adapter Conversion-Head Jack Laptop 34pcs DC,32 Sold,Computer Idealhere Store,https://www.aliexpress.com/store/4376018,"https://www.aliexpress.com/item/4000021566216.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-2&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",3
3,US $6.17,Universal Charger Adaptor Power-Supply-Adapter Adjustable 19V 96W 20V 24V DC 15V 18V,605 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/33002563321.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-3&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",4
4,US $11.80,Charger Power-Adapter Lenovo Toshiba Laptop Acer Universal Samsung 19v 4.74a Dell 90W,1127 Sold,Power Adapter Specialist,https://www.aliexpress.com/store/1721395,"https://www.aliexpress.com/item/32597758635.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-4&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",5
5,US $6.16 - 9.25,CARPRIE Eu-Plug Notebook Power-Charger Laptop Ac Adapter Charging Universal 96W for Mar9,141 Sold,High Tech Paradise Store,https://www.aliexpress.com/store/2694024,"https://www.aliexpress.com/item/32799435466.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-5&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",6
6,US $43.90,19V 10.5A AC adapter laptop charger A11-200P1A,1 Sold,Jess Better Store,https://www.aliexpress.com/store/1936621,"https://www.aliexpress.com/item/4000334715657.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-6&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",7
7,US $8.29,Power-Suppy-Adapter Notebook-Charger Laptop Acer Aspire 19v 3.42a 6920 5315 New for 5315/5630/5735/..,915 Sold,KWOKKERK Laptop Charger Store,https://www.aliexpress.com/store/1091687,"https://www.aliexpress.com/item/32632600938.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-7&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",8
8,US $6.17,Laptop-Adapter Power-Supply-Set Notebooks Led-Charger 8-Detachable-Plugs Adjustable Acer,29 Sold,ShopFly Store,https://www.aliexpress.com/store/4514019,"https://www.aliexpress.com/item/4000269649106.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-8&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",9
9,US $7.88 - 7.92,Charger Notebook Support Power-Supply Laptop Ac Adapter Universal 100W for in Car DC,74 Sold,Clarice Store,https://www.aliexpress.com/store/5085197,"https://www.aliexpress.com/item/33063807272.html?algo_pvid=eb64d851-cf8b-42a4-8953-077d0725b297&algo_expid=eb64d851-cf8b-42a4-8953-077d0725b297-9&btsid=e408ebf0-cbcf-439b-9908-e4c018fad4e2&ws_ab_test=searchweb0_0,searchweb201602_9,searchweb201603_53",10
