,job_location,job_title,job_company,job_price,job_price_min,job_price_max
174,深圳,数据分析师-BI方向[南山区],极光,20k-35k,20,35
175,深圳,高级数据开发[大冲],迅雷,20k-40k,20,40
176,深圳,数据仓库工程师-腾娱互动[科技园],腾佳管理咨询,15k-25k,15,25
177,深圳,大数据etl工程师[南油],友点科技,12k-18k,12,18
178,深圳,大数据产品经理[桂庙路口],杰成合力,20k-40k,20,40
179,深圳,资深数据运营/运营专家(J10364)[科技园],神策数据,20k-40k,20,40
180,深圳,数据产品总监[坂田],深圳瑞捷工程咨询股份有限公司,30k-50k,30,50
181,深圳,数据分析师[南山区],路通网络,15k-25k,15,25
182,深圳,数据开发工程师[福田区],新致软件,15k-25k,15,25
183,深圳,大数据开发工程师(J10594)[南山区],云鲸智能,20k-30k,20,30
184,深圳,大数据数仓架构师[南山区],盈峰普惠,50k-80k,50,80
185,深圳,大数据etl工程师[福田区],友点科技,12k-18k,12,18
186,深圳,高级数据挖掘工程师16084[南山区],OPPO,25k-50k,25,50
187,深圳,数据分析师[大冲],财象云,8k-15k,8,15
188,深圳,数据库运维工程师[南山区],达博威,10k-20k,10,20
189,深圳,大数据开发工程师[福田区],维恩贝特,12k-18k,12,18
190,深圳,数据挖掘工程师[宝安区],LEOMASTER,16k-30k,16,30
191,深圳,数据产品经理(j11014)[科技园],传易音乐,15k-25k,15,25
192,深圳,大数据开发工程师[南山区],TCL,15k-18k,15,18
193,深圳,java大数据开发助理主任工程师[龙岗区],维佰克,20k-28k,20,28
194,深圳,高级数据挖掘工程师[南山区],O2OMind,20k-40k,20,40
195,深圳,数据开发工程师[福田区],KLOOK 客路旅行,15k-30k,15,30
196,深圳,高级数据仓库工程师-国际化[南山区],有赞,20k-35k,20,35
197,深圳,数据运营[南山区],租享生活,10k-15k,10,15
198,深圳,大数据分析工程师[深圳湾],云天励飞,35k-55k,35,55
199,深圳,数据架构师[南山区],兔展RABBITPRE,40k-70k,40,70
200,深圳,大数据开发工程师[南油],小熊博望,15k-30k,15,30
201,深圳,大数据开发工程师[南山区],新分享科技服务,20k-35k,20,35
202,深圳,大数据测试（金融）[南山区],新分享科技服务,15k-25k,15,25
203,深圳,数据产品经理[南山区],乐易网络,20k-40k,20,40
204,深圳,高级数据分析师(L7WV)[南山区],Anker,25k-45k,25,45
205,深圳,学习数据研究专家(BTPL)[大冲],风变科技（深圳）有限公司,20k-40k,20,40
206,深圳,资深数据平台架构师[南山区],金蝶,40k-80k,40,80
207,深圳,大数据（机器学习）高级开发工程师(J11002)[科技园],传易精纬科技（深圳）有限公司,20k-40k,20,40
208,深圳,数据分析师（游戏）[后海],宜搜,15k-20k,15,20
209,深圳,数据分析师[南山区],麦风科技,10k-15k,10,15
210,深圳,数据产品经理（SZY1206）[福田区],招银云创,20k-30k,20,30
211,深圳,数据安全工程师[科技园],深圳高新网,15k-30k,15,30
212,深圳,数据开发工程师[福田区],KLOOK 客路旅行,15k-30k,15,30
213,深圳,高级数据仓库工程师-国际化[南山区],有赞,20k-35k,20,35
214,深圳,数据运营[南山区],租享生活,10k-15k,10,15
215,深圳,大数据分析工程师[深圳湾],云天励飞,35k-55k,35,55
216,深圳,数据安全专家[车公庙],鹏元征信有限公司,35k-55k,35,55
217,深圳,大数据开发工程师[南油],小熊博望,15k-30k,15,30
218,深圳,大数据开发工程师[南山区],新分享科技服务,20k-35k,20,35
219,深圳,大数据测试（金融）[南山区],新分享科技服务,15k-25k,15,25
220,深圳,数据产品经理[南山区],乐易网络,20k-40k,20,40
221,深圳,高级数据分析师(L7WV)[南山区],Anker,25k-45k,25,45
222,深圳,学习数据研究专家(BTPL)[大冲],风变科技（深圳）有限公司,20k-40k,20,40
