,job_location,job_title,job_company,job_price,job_price_min,job_price_max
30,深圳,DL1839-SJP-大数据挖掘与分析工程师[大冲],顺丰科技有限公司,30k-60k,30,60
31,深圳,02513S-大数据开发工程师[福田区],平安人寿,12k-24k,12,24
32,深圳,02514I-数据分析师[福田区],平安人寿,12k-24k,12,24
33,深圳,1141BQ-高级数据中心工程师（偏运维）[光明新区],平安科技,10k-20k,10,20
34,深圳,115133-资深数据分析师[南山区],平安科技,15k-30k,15,30
35,深圳,03516K-前端开发工程师（GIS）大数据[福田区],平安产险,20k-35k,20,35
36,深圳,03513G-大数据平台开发工程师[福田区],平安产险,15k-30k,15,30
37,深圳,0341VT-财产险理赔部数据分析岗[香蜜湖],平安产险深圳分公司,12k-15k,12,15
38,深圳,03424D-数据挖掘岗[香蜜湖],平安产险深圳分公司,20k-30k,20,30
39,深圳,BK434G-统计数据分析及建模岗[罗湖区],平安银行,15k-25k,15,25
40,深圳,海外数据合规工程师[南山区],AfterShip,20k-40k,20,40
41,深圳,大数据开发专家[福田区],360数科,30k-50k,30,50
42,深圳,数据产品经理[南山区],三代人科技,15k-25k,15,25
43,深圳,数据挖掘工程师[车公庙],鹏元征信有限公司,20k-35k,20,35
44,深圳,大数据开发高级工程师[南山区],skyroam,25k-35k,25,35
45,深圳,运营专家/资深数据运营[南山区],神策数据,30k-50k,30,50
46,深圳,大数据平台工程师[福田区],深圳市丰宜科技有限公司,15k-25k,15,25
47,深圳,数据工程师[科技园],微众信科,15k-30k,15,30
48,深圳,高级数据产品经理[南山区],极光,30k-40k,30,40
49,深圳,数据分析师[福田区],Gridsum 国双,15k-20k,15,20
50,深圳,大数据架构师[大冲],看房网,25k-50k,25,50
51,深圳,大数据开发工程师[福田区],Gridsum 国双,15k-30k,15,30
52,深圳,风控数据分析师(J10532)[科技园],AKULAKU,10k-20k,10,20
53,深圳,数据产品经理[南山区],极光,20k-30k,20,30
54,深圳,数据架构师[南山区],兔展RABBITPRE,40k-70k,40,70
55,深圳,数据仓库工程师[罗湖区],汇合,12k-18k,12,18
56,深圳,大数据架构师[坂田],深圳市慧择软件集团有限公司,20k-40k,20,40
57,深圳,高级数据分析师[南山区],AKULAKU,15k-30k,15,30
58,深圳,国际移动数据采购经理[南山区],skyroam,15k-30k,15,30
59,深圳,大数据架构师 (MJ000430)[深圳湾],嘉联支付,25k-45k,25,45
60,深圳,Java开发工程师（大数据方向）[南山区],数篷科技,20k-40k,20,40
61,深圳,高级开发工程师（数据平台Java方向）[科技园],金蝶,22k-44k,22,44
62,深圳,大数据架构师-[357334][下梅林],捷顺科技股份,30k-45k,30,45
63,深圳,数据分析师（新品策略）[福田区],立创商城,20k-30k,20,30
64,深圳,零售行业-销售经理-BI数据产品[南山区],观远数据,18k-28k,18,28
65,深圳,游戏数据分析师[科技园],奇迅新游,10k-20k,10,20
66,深圳,数据架构师[南山区],兔展RABBITPRE,40k-70k,40,70
67,深圳,产品运营（大数据）[大冲],格隆汇,6k-10k,6,10
68,深圳,新型大数据平台测试工程师[龙华新区],深算院,15k-30k,15,30
69,深圳,数据库运维开发工程师[前海],招银网络科技,20k-40k,20,40
70,深圳,1141AG-资深云数据库工程师[南山区],平安科技,20k-35k,20,35
71,深圳,1141C0-大数据产品方案专家[南山区],平安科技,20k-35k,20,35
72,深圳,03513F-数据开发工程师[福田区],平安产险,15k-25k,15,25
73,深圳,02513M-高级大数据开发工程师[福田区],平安人寿,12k-24k,12,24
74,深圳,03517S-全栈开发工程师-数据智能[福田区],平安产险,15k-30k,15,30
75,深圳,03516K-前端开发工程师（GIS）大数据[福田区],平安产险,20k-35k,20,35
76,深圳,035113-线上客户部数据应用岗[香蜜湖],平安产险深圳分公司,8k-10k,8,10
77,深圳,0332CA-数据挖掘岗[香蜜湖],平安产险深圳分公司,8k-9k,8,9
78,深圳,风控数据分析师(J11246)[科技园],AKULAKU,15k-30k,15,30
79,深圳,大数据开发工程师[前海],深圳市丰巢网络技术有限公司,15k-30k,15,30
80,深圳,数据产品经理[前海],深圳市丰巢网络技术有限公司,18k-35k,18,35
81,深圳,大数据运维工程师[福田区],天正计算机,17k-25k,17,25
82,深圳,dba数据库工程师[福田区],天正计算机,18k-30k,18,30
83,深圳,数据分析师（深圳） (MJ000019)[南油],数数科技,25k-38k,25,38
84,深圳,数据可视化（大数据/数据大屏）[南山区],深圳市慧择软件集团有限公司,25k-50k,25,50
85,深圳,数据库工程师（DBA）[南山区],珍爱网,25k-40k,25,40
86,深圳,大数据架构师[南山区],盈峰普惠,25k-40k,25,40
87,深圳,大数据开发工程师[国贸],新致软件,15k-22k,15,22
88,深圳,DBA数据库工程师[景田],嘉立创集团,20k-33k,20,33
89,深圳,大数据开发工程师[南山区],三代人科技,15k-25k,15,25
90,深圳,数据分析师（数据科学方向）(J7CUP)[南山区],一面数据,10k-20k,10,20
91,深圳,新型大数据平台研发工程师[龙华],深算院,20k-40k,20,40
92,深圳,SDN/SD-WAN数据面工程师[科技园],深圳织算科技有限公司,30k-60k,30,60
93,深圳,机器人大数据工程师(J10448)[南山区],Anker,20k-35k,20,35
94,深圳,高级大数据开发工程师[南山区],珍爱网,25k-40k,25,40
95,深圳,大数据技术专家[宝安区],跨越速运,60k-90k,60,90
96,深圳,数据库管理员DBA[大冲],秦丝科技,20k-35k,20,35
97,深圳,数据开发工程师[大冲],秦丝科技,12k-18k,12,18
98,深圳,数据架构师[南山区],兔展RABBITPRE,40k-70k,40,70
99,深圳,大数据架构师[南山区],中电慧安,25k-38k,25,38
100,深圳,资深大数据开发工程师[南山区],信润富联,20k-35k,20,35
101,深圳,dba数据库管理员[科技园],金蝶账无忧,16k-25k,16,25
102,深圳,数据分析师[西丽],盈富斯,20k-30k,20,30
103,深圳,大数据开发工程师[上沙],德科信息,12k-17k,12,17
104,深圳,高级后台开发工程师-大数据方向 (MJ004390)[南山区],SHEIN,20k-40k,20,40
105,深圳,高级大数据开发工程师[南山区],珍爱网,25k-40k,25,40
106,深圳,大数据技术专家[宝安区],跨越速运,60k-90k,60,90
107,深圳,数据库管理员DBA[大冲],秦丝科技,20k-35k,20,35
108,深圳,数据开发工程师[大冲],秦丝科技,12k-18k,12,18
109,深圳,大数据架构师[南山区],中电慧安,25k-38k,25,38
110,深圳,资深大数据开发工程师[南山区],信润富联,20k-35k,20,35
111,深圳,dba数据库管理员[科技园],金蝶账无忧,16k-25k,16,25
112,深圳,数据分析师[西丽],盈富斯,20k-30k,20,30
113,深圳,大数据开发工程师[上沙],德科信息,12k-17k,12,17
114,深圳,高级后台开发工程师-大数据方向 (MJ004390)[南山区],SHEIN,20k-40k,20,40
115,深圳,数据平台开发工程师[大冲],美图公司,22k-40k,22,40
116,深圳,大数据架构师[科技园],金蝶信科,100k-120k,100,120
117,深圳,数据安全工程师 (MJ001216)[南山区],百丽新零售,15k-25k,15,25
118,深圳,数据分析/广告运营（效果广告方向）[科技园],神策数据,18k-30k,18,30
119,深圳,实习生（数据分析） (MJ001239)[南山区],百丽新零售,3k-4k,3,4
120,深圳,大数据开发工程师[上沙],德科信息,12k-17k,12,17
121,深圳,高级后台开发工程师-大数据方向 (MJ004390)[南山区],SHEIN,20k-40k,20,40
122,深圳,数据平台开发工程师[大冲],美图公司,22k-40k,22,40
123,深圳,大数据架构师[科技园],金蝶信科,100k-120k,100,120
124,深圳,数据安全工程师 (MJ001216)[南山区],百丽新零售,15k-25k,15,25
125,深圳,数据分析/广告运营（效果广告方向）[科技园],神策数据,18k-30k,18,30
126,深圳,实习生（数据分析） (MJ001239)[南山区],百丽新零售,3k-4k,3,4
127,深圳,数据挖掘工程师 (MJ000759)[南山区],极光,15k-25k,15,25
128,深圳,数据挖掘工程师[南山区],海致星图,18k-28k,18,28
129,深圳,数据标注[龙岗区],云天励飞,4k-6k,4,6
130,深圳,大数据算法工程师[科技园],万声音乐集团,20k-40k,20,40
131,深圳,大数据开发工程师[科技园],万声音乐集团,15k-30k,15,30
132,深圳,数据库管理员[南山区],润杨金融,20k-40k,20,40
133,深圳,数据产品经理[科技园],金蝶信科,22k-30k,22,30
134,深圳,运维数据分析师[科技园],卓望,15k-25k,15,25
135,深圳,高级数据科学经理[福田区],Walmart China,20k-30k,20,30
136,深圳,高级数据开发工程师[石厦],深圳联通,20k-40k,20,40
137,深圳,高级数据挖掘专家(007764)(012369)[福田区],vivo,40k-70k,40,70
138,深圳,大数据运维工程师[大冲],Foris,25k-50k,25,50
139,深圳,数据架构师[南山区],兔展RABBITPRE,40k-70k,40,70
140,深圳,数据专员[南山区],Gekko Lab,6k-8k,6,8
141,深圳,数据库管理员[南山区],润杨金融,20k-40k,20,40
142,深圳,大数据开发工程师[新洲],壹诺恒,15k-25k,15,25
143,深圳,大数据产品经理[南油],杰成合力,20k-40k,20,40
144,深圳,数据分析师[新洲],壹诺恒,13k-18k,13,18
145,深圳,大数据开发工程师[南山区],金扇子,25k-35k,25,35
146,深圳,高级大数据开发工程师[南山区],金扇子,25k-35k,25,35
147,深圳,数据分析专员[福田区],立创商城,11k-15k,11,15
148,深圳,数据开发工程师[新洲],华安保险,13k-20k,13,20
149,深圳,数据分析师[南油],云仓优选,10k-20k,10,20
150,深圳,电商数据分析运营[南油],云仓优选,10k-20k,10,20
151,深圳,大数据平台应用工程师[宝安区],深圳机场集团,12k-15k,12,15
152,深圳,数据分析工程师[景田],嘉立创集团,20k-35k,20,35
153,深圳,数据分析师[西丽],橙色魔方,14k-22k,14,22
154,深圳,大数据开发工程师[南山区],摩瑞科技,20k-30k,20,30
155,深圳,数据运营专员[宝安区],血之缘,9k-15k,9,15
156,深圳,数据分析经理[福田区],Walmart China,10k-20k,10,20
157,深圳,SDN/SD-WAN数据面工程师[科技园],深圳织算科技有限公司,30k-60k,30,60
158,深圳,dba数据库工程师[南山区],华云中盛,20k-35k,20,35
159,深圳,JAVA开发工程师（大数据方向）[南山区],名通科技,8k-15k,8,15
160,深圳,数据开发工程师[罗湖区],金证睿服,12k-18k,12,18
161,深圳,高级大数据开发工程师[坂田],辰海云,25k-30k,25,30
162,深圳,大数据运维工程师[科技园],百果科技,18k-30k,18,30
163,深圳,数据分析师[南山区],易流,20k-30k,20,30
164,深圳,数据库开发（证券双休）[东门],金证睿服,12k-20k,12,20
165,深圳,41074-数据工程师(CSIG全资子公司)[南山区],腾讯,30k-60k,30,60
166,深圳,数据产品经理[南山区],领星,20k-35k,20,35
167,深圳,数据分析师[南山区],领星,15k-25k,15,25
168,深圳,大数据开发工程师（flink）[南山区],十方融海集团,18k-35k,18,35
169,深圳,大数据运维工程师[宝安区],跨越速运,20k-30k,20,30
170,深圳,高级数据治理工程师[西丽],TCL,30k-40k,30,40
171,深圳,高级数据仓库工程师[新安],广州卓为,18k-35k,18,35
172,深圳,数据挖掘算法工程师(j10652)[南山区],云鲸智能,20k-30k,20,30
173,深圳,数据开发工程师[福田区],博悦科创,11k-18k,11,18
