,job_location,job_title,job_company,job_price,job_price_min,job_price_max
370,广州,数据分析总监[花地湾],今朝人力资源,50k-80k,50,80
371,广州,需求分析师[珠江新城],广州讯鸿网络技术有限公司,12k-20k,12,20
372,广州,商业数据分析师(电商)[珠江新城],众汇海成,15k-20k,15,20
373,广州,LC-MS Manager/质谱分析经理[新港],睿资达,25k-30k,25,30
374,广州,IT运维经理-京东天猫电商需求分析[珠江新城],赛睿,15k-30k,15,30
375,广州,信贷风控-高级风控策略分析师-深圳[新港],睿璞人才服务,35k-70k,35,70
376,广州,风控策略分析师[新港],睿资达,30k-55k,30,55
377,广州,Biochemical Analysis ScientistⅡ/生化分析研究员）[新港],睿资达,40k-45k,40,45
378,广州,信贷风控-高级风控策略分析师-深圳[新港],睿璞人才服务,35k-70k,35,70
379,广州,风控策略分析师[新港],睿资达,30k-55k,30,55
380,广州,Biochemical Analysis ScientistⅡ/生化分析研究员）[新港],睿资达,40k-45k,40,45
